CD_setor,V00090,V00091,V00092,V00093,V00094,V00095,V00096,V00097,V00098,V00099,V00100,V00101,V00102,V00103,V00104,V00105,V00106,V00107,V00108,V00109,V00110,V00111,V00112,V00113,V00114,V00115,V00116,V00117,V00118,V00119,V00120,V00121,V00122,V00123,V00124,V00125,V00126,V00127,V00128,V00129,V00130,V00131,V00132,V00133,V00134,V00135,V00136,V00137,V00138,V00139,V00140,V00141,V00142,V00143,V00144,V00145,V00146,V00147,V00148,V00149,V00150,V00151,V00152,V00153,V00154,V00155,V00156,V00157,V00158,V00159,V00160,V00161,V00162,V00163,V00164,V00165,V00166,V00167,V00168,V00169,V00170,V00171,V00172,V00173,V00174,V00175,V00176,V00177,V00178,V00179,V00180,V00181,V00182,V00183,V00184,V00185,V00186,V00187,V00188,V00189,V00190,V00191,V00192,V00193,V00194,V00195,V00196,V00197,V00198,V00199,V00200,V00201,V00202,V00203,V00204,V00205,V00206,V00207,V00208,V00209,V00210,V00211,V00212,V00213,V00214,V00215,V00216,V00217,V00218,V00219,V00220,V00221,V00222,V00223,V00224,V00225,V00226,V00227,V00228,V00229,V00230,V00231,V00232,V00233,V00234,V00235,V00236,V00237,V00238,V00239,V00240,V00241,V00242,V00243,V00244,V00245,V00246,V00247,V00248,V00249,V00250,V00251,V00252,V00253,V00254,V00255,V00256,V00257,V00258,V00259,V00260,V00261,V00262,V00263,V00264,V00265,V00266,V00267,V00268,V00269,V00270,V00271,V00272,V00273,V00274,V00275,V00276,V00277,V00278,V00279,V00280,V00281,V00282,V00283,V00284,V00285,V00286,V00287,V00288,V00289,V00290,V00291,V00292,V00293,V00294,V00295,V00296,V00297,V00298,V00299,V00300,V00301,V00302,V00303,V00304,V00305,V00306,V00307,V00308,V00309,V00310,V00311,V00312,V00313,V00314,V00315,V00316,V00317,V00318,V00319,V00320,V00321,V00322,V00323,V00324,V00325,V00326,V00327,V00328,V00329,V00330,V00331,V00332,V00333,V00334,V00335,V00336,V00337,V00338,V00339,V00340,V00341,V00342,V00343,V00344,V00345,V00346,V00347,V00348,V00349,V00350,V00351,V00352,V00353,V00354,V00355,V00356,V00357,V00358,V00359,V00360,V00361,V00362,V00363,V00364,V00365,V00366,V00367,V00368,V00369,V00370,V00371,V00372,V00373,V00374,V00375,V00376,V00377,V00378,V00379,V00380,V00381,V00382,V00383,V00384,V00385,V00386,V00387,V00388,V00389,V00390,V00391,V00392,V00393,V00394,V00395,V00396,V00397,V00398,V00399,V00400,V00401,V00402,V00403,V00404,V00405,V00406,V00407,V00408,V00409,V00410,V00411,V00412,V00413,V00414,V00415,V00416,V00417,V00418,V00419,V00420,V00421,V00422,V00423,V00424,V00425,V00426,V00427,V00428,V00429,V00430,V00431,V00432,V00433,V00434,V00435,V00436,V00437,V00438,V00439,V00440,V00441,V00442,V00443,V00444,V00445,V00446,V00447,V00448,V00449,V00450,V00451,V00452,V00453,V00454,V00455,V00456,V00457,V00458,V00459,V00460,V00461,V00462,V00463,V00464,V00465,V00466,V00467,V00468,V00469,V00470,V00471,V00472,V00473,V00474,V00475,V00476,V00477,V00478,V00479,V00480,V00481,V00482,V00483,V00484,V00485,V00486,V00487,V00488,V00489,V00490,V00491,V00492,V00493,V00494,V00495
431440705150046,208,31,0,18,0,5,,0,,0,11,4,0,3,0,166,91,,5,9,9,281,,0,0,0,0,0,0,256,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,223,36,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,257,0,0,7,0,0,18,0,0,224,36,0,22,0,0,0,0,0,0,0,0,0,0,0,177,105,0,0,0,0,164,94,17,7,0,0,0,143,90,17,7,0,0,0,5,,0,0,0,0,0,16,,0,0,0,0,0,121,28,0,15,0,83,6,0,5,0,14,,0,,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,64,60,34,11,6,6,,0,0,0,0,0,0,280,,0,0,0,0,0,0,255,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,223,36,0,21,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,104,,,0,0,0,0,0,0,0,0,0,0,0,0,275,7,0,0,0,0,257,0,0,0,0,0,,6,0,0,0,0,17,,0,0,0,0,218,36,0,21,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,100,,5,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,164,94,17,5,,0,,0,0,282,0
431440705150047,237,37,0,30,0,0,0,0,0,0,,,0,0,,158,146,0,0,,3,314,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,241,40,0,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,,0,304,0,0,0,0,0,5,0,0,240,39,0,32,,,,0,0,0,0,0,0,0,0,163,149,,0,0,0,217,73,18,3,3,0,0,210,73,18,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,158,34,0,24,,65,3,0,5,0,15,,0,,0,,,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,105,112,45,28,9,9,3,0,3,0,0,0,0,0,307,3,3,,0,0,0,0,297,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,236,40,0,30,,,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,145,,,,,,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,241,40,0,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,73,18,3,0,0,0,0,0,311,3
431440705150048,234,56,0,39,0,0,0,0,0,0,0,0,0,0,0,158,171,0,0,0,0,329,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,56,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,,0,328,,0,0,0,0,0,0,0,234,56,0,38,0,0,0,0,,0,0,0,0,0,0,157,171,,0,0,0,232,85,12,0,0,0,0,232,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,47,0,30,0,68,8,0,9,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,119,38,47,7,5,0,0,0,0,0,0,0,0,304,4,0,21,0,0,0,0,304,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,52,0,36,0,3,,0,0,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,153,,,0,0,5,16,0,0,0,0,0,0,0,0,329,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,56,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,85,12,0,0,0,0,0,0,329,0
431440705150049,187,15,0,15,0,0,0,0,0,0,,0,0,0,0,91,126,0,0,,0,221,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,191,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,217,0,0,0,0,0,,0,0,191,15,0,15,0,0,0,0,0,0,0,0,0,0,0,92,129,0,0,0,0,149,54,14,4,0,0,0,145,54,14,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,125,11,0,13,0,49,3,0,,0,13,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,21,33,7,7,,,0,0,0,0,0,0,141,47,4,28,,0,0,0,139,46,4,27,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,123,11,0,7,0,39,,0,6,0,4,0,0,0,0,24,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,86,22,25,4,0,10,18,,0,0,0,0,0,0,0,221,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,191,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,54,14,,3,0,0,0,0,221,0
431440705150050,112,12,0,10,0,10,,0,0,0,17,0,0,3,0,69,65,3,9,7,13,165,0,,0,0,0,0,0,134,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,19,0,,0,0,0,0,0,138,14,0,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,86,0,0,0,,0,0,0,0,0,0,0,0,0,0,166,0,0,134,0,0,12,0,0,20,0,0,139,14,0,13,0,0,0,0,0,0,0,0,0,0,0,79,87,0,0,0,0,99,56,8,3,0,0,0,69,54,8,3,0,0,0,11,,0,0,0,0,0,19,,0,0,0,0,0,80,10,0,9,0,51,3,0,,0,5,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,30,26,4,4,,,0,0,0,0,0,0,165,,0,0,0,0,0,0,133,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,138,14,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,87,,0,0,0,0,0,0,0,0,0,0,0,0,0,165,,0,0,0,0,134,0,0,0,0,0,12,0,0,0,0,0,19,,0,0,0,0,138,14,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,86,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,99,56,8,3,0,0,0,0,0,166,0
431440705150051,192,37,0,17,0,,,0,0,0,4,0,0,0,0,124,122,,,,3,253,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,197,39,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,246,0,0,3,0,0,4,0,0,197,39,0,17,0,0,0,0,0,0,0,0,0,0,0,127,126,0,0,0,0,181,60,9,3,0,0,0,174,60,9,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,139,29,0,13,0,47,10,0,3,0,8,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,33,27,5,4,,,0,0,0,0,0,0,43,200,6,4,0,0,0,0,43,193,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,36,5,0,,0,153,34,0,13,0,4,0,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,102,98,,5,,,0,0,0,0,0,0,0,0,252,,0,0,0,0,245,,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,196,39,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,60,9,,,0,0,0,0,253,0
431440705150052,130,26,0,12,0,0,0,0,0,0,3,,0,,0,59,109,0,0,3,,173,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,133,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,168,0,0,0,0,0,5,0,0,133,27,0,13,0,0,0,0,0,0,0,0,0,0,0,62,111,0,0,0,0,115,48,9,,0,0,0,111,47,9,,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,83,24,0,8,0,40,3,0,5,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,16,32,6,3,0,,0,0,0,0,0,0,151,9,12,0,,0,0,0,147,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,120,21,0,10,0,4,3,0,,0,9,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,99,3,6,6,6,0,0,,0,0,0,0,0,0,0,172,,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,132,27,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,48,9,0,,0,0,0,0,173,0
431440705150054,129,22,0,4,,0,,0,0,0,113,16,0,19,0,56,101,0,,70,78,306,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,242,39,0,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,,0,156,,0,,0,0,148,0,0,241,39,0,23,,,0,0,0,0,0,0,0,0,0,125,180,,0,0,0,260,43,3,0,0,0,0,112,42,3,0,0,0,0,,0,0,0,0,0,0,147,,0,0,0,0,0,200,35,0,23,,39,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,149,13,30,,,0,0,0,0,0,0,0,0,100,204,,,0,0,0,0,88,67,,,0,0,0,0,0,,0,0,0,0,0,0,12,136,0,0,0,0,0,0,83,13,0,3,,157,26,0,20,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,62,86,118,,0,,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,157,0,0,0,0,0,,0,0,0,0,0,148,0,0,0,0,0,242,39,0,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,43,3,0,0,0,0,0,0,306,0
431440705150055,85,14,0,5,0,140,15,0,15,0,127,13,0,23,0,33,71,59,111,67,96,436,,0,0,0,0,0,0,104,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,162,,0,0,0,0,0,0,351,42,0,43,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,277,0,,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,104,0,0,170,0,0,163,0,0,352,42,0,43,0,0,0,0,0,0,0,0,0,0,0,159,278,0,0,0,0,358,70,8,,0,0,0,69,32,,,0,0,0,132,33,5,0,0,0,0,157,5,,0,0,0,0,285,35,0,38,0,59,7,0,4,0,7,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,227,24,46,4,4,0,,0,0,0,0,0,0,389,,46,0,0,0,0,0,58,,44,0,0,0,0,0,170,0,0,0,0,0,0,0,161,0,,0,0,0,0,0,308,40,0,41,0,,0,0,0,0,42,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,247,,,16,30,0,0,0,0,0,0,0,0,0,0,435,,0,0,0,0,103,,0,0,0,0,169,,0,0,0,0,163,0,0,0,0,0,350,42,0,43,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,277,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,358,70,8,0,,0,0,0,0,437,0
431440705150057,159,11,0,12,0,,0,0,0,0,18,,0,,0,69,113,0,,4,17,202,0,0,0,0,0,0,,180,0,0,0,0,0,0,,,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,176,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,73,129,0,0,0,0,0,0,0,0,0,0,0,0,0,,203,0,,181,0,,,0,0,21,0,0,177,12,0,14,0,0,0,0,0,0,,0,0,0,0,73,130,0,0,0,,164,31,8,,0,0,0,142,31,8,,0,0,0,,0,0,0,0,0,0,21,0,0,0,0,0,0,143,9,0,12,0,26,3,0,,0,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,106,13,18,,7,,0,0,0,0,0,0,0,7,68,124,,,,,0,5,48,124,,,,,0,0,,0,0,0,0,0,0,,19,0,0,0,0,0,0,6,0,0,,0,61,,0,5,0,107,10,0,7,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,5,32,36,36,88,,0,,0,0,,,,0,0,204,0,0,0,0,0,182,0,0,0,0,0,,0,0,0,0,0,21,0,0,0,0,0,178,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,131,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,164,31,8,,0,0,0,0,0,204,0
431440705150058,263,16,,18,,0,0,0,0,0,7,,0,,0,132,168,0,0,5,5,309,0,,0,0,0,0,0,299,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,269,18,,19,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,173,0,0,,0,0,0,0,0,0,0,0,0,0,0,310,0,0,300,0,0,0,0,0,10,0,0,270,18,,19,,0,0,0,0,0,0,0,0,0,0,137,173,0,0,0,0,221,75,11,3,0,0,0,211,75,11,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,187,15,,16,,69,3,0,3,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,127,37,38,3,8,3,0,0,0,0,0,0,0,8,79,221,0,,0,0,0,7,74,217,0,,0,0,0,0,0,0,0,0,0,0,0,,5,4,0,0,0,0,0,5,,,0,0,64,6,,8,0,200,10,0,10,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,35,44,96,125,0,0,,0,0,0,0,0,0,0,308,,0,0,0,,298,,0,0,0,,0,0,0,0,0,0,10,0,0,0,0,0,269,18,,19,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,136,172,0,,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,221,75,11,,,0,0,0,0,310,0
431440705150060,250,21,0,15,0,0,0,0,0,0,0,0,0,0,0,115,171,0,0,0,0,286,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,4,0,282,4,0,0,0,0,0,0,0,246,21,0,15,0,4,0,0,0,0,0,0,0,0,0,114,168,,3,0,0,237,39,10,0,0,0,0,237,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,19,0,15,0,37,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,146,18,21,6,4,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,3,0,0,0,0,283,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,21,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,168,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,39,10,0,0,0,0,0,0,286,0
431440705150061,177,14,0,20,,0,0,0,0,0,0,0,0,0,0,95,118,0,0,0,0,212,,0,0,0,0,0,0,212,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,14,0,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,118,,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,0,0,0,0,177,14,0,20,,0,0,0,0,0,0,0,0,0,0,95,118,0,0,0,0,156,47,7,,,0,0,156,47,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,14,0,15,,41,0,0,5,,7,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,92,26,21,3,4,,,,0,0,0,0,0,58,112,43,0,0,0,0,0,58,112,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,0,93,8,0,9,,34,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,48,64,19,24,0,0,0,0,0,0,0,0,0,0,212,0,0,0,,0,212,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,176,14,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,95,117,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,156,47,7,,0,0,0,0,0,212,
431440705150062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431440705150063,247,28,,15,0,0,0,0,0,0,17,,0,,0,165,126,0,0,5,14,310,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,264,29,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,291,0,0,0,0,0,19,0,0,264,29,,16,0,0,0,0,0,0,0,0,0,0,0,170,140,0,0,0,0,221,77,11,0,,0,0,204,75,11,0,,0,0,0,0,0,0,0,0,0,17,,0,0,0,0,0,185,21,0,15,0,69,6,,,0,9,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,110,53,24,5,6,0,0,,0,0,0,0,0,100,184,24,,0,0,0,0,85,180,24,,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,79,13,0,8,0,162,15,,6,0,21,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,93,91,14,10,,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,264,29,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,77,11,0,0,0,0,0,0,309,
431440705150064,204,,0,10,0,,0,0,0,0,3,0,0,0,0,86,130,0,,,,221,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,209,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,216,0,0,,0,0,3,0,0,209,,0,10,0,0,0,0,0,0,0,0,0,0,0,88,133,0,0,0,0,162,54,4,,0,0,0,159,52,4,,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,152,,0,8,0,52,0,0,,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,101,25,29,,3,,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,209,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,216,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,209,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,54,4,,0,0,0,0,0,221,0
