CD_setor,V00644,V00645,V00646,V00647,V00648,V00649,V00650,V00651,V00652,V00653,V00654,V00655,V00656,V00657,V00658,V00659,V00660,V00661,V00662,V00663,V00664,V00665,V00666,V00667,V00668,V00669,V00670,V00671,V00672,V00673,V00674,V00675,V00676,V00677,V00678,V00679,V00680,V00681,V00682,V00683,V00684,V00685,V00686,V00687,V00688,V00689,V00690,V00691,V00692,V00693,V00694,V00695,V00696,V00697,V00698,V00699,V00700,V00701,V00702,V00703,V00704,V00705,V00706,V00707,V00708,V00709,V00710,V00711,V00712,V00713,V00714,V00715,V00716,V00717,V00718,V00719,V00720,V00721,V00722,V00723,V00724,V00725,V00726,V00727,V00728,V00729,V00730,V00731,V00732,V00733,V00734,V00735,V00736,V00737,V00738,V00739,V00740,V00741,V00742,V00743,V00744,V00745,V00746,V00747,V00748,V00749,V00750,V00751,V00752,V00753,V00754,V00755,V00756,V00757,V00758,V00759,V00760,V00761,V00762,V00763,V00764,V00765,V00766,V00767,V00768,V00769,V00770,V00771,V00772,V00773,V00774,V00775,V00776,V00777,V00778,V00779,V00780,V00781,V00782,V00783,V00784,V00785,V00786,V00787,V00788,V00789,V00790,V00791,V00792,V00793,V00794,V00795,V00796,V00797,V00798,V00799,V00800,V00801,V00802,V00803,V00804,V00805,V00806,V00807,V00808,V00809,V00810,V00811,V00812,V00813,V00814,V00815,V00816,V00817,V00818,V00819,V00820,V00821,V00822,V00823,V00824,V00825,V00826,V00827,V00828,V00829,V00830,V00831,V00832,V00833,V00834,V00835,V00836,V00837,V00838,V00839,V00840,V00841,V00842,V00843,V00844,V00845,V00846,V00847,V00848,V00849,V00850,V00851,V00852,V00853,V00854,V00855,V00856,V00857,V00858,V00859,V00860,V00861,V00862,V00863,V00864,V00865,V00866,V00867,V00868,V00869,V00870,V00871,V00872,V00873,V00874,V00875,V00876,V00877,V00878,V00879,V00880,V00881,V00882,V00883,V00884,V00885,V00886,V00887,V00888,V00889,V00890,V00891,V00892,V00893,V00894,V00895,V00896,V00897,V00898,V00899,V00900,V00901,V00902,V00903,V00904,V00905,V00906,V00907,V00908,V00909,V00910,V00911,V00912,V00913,V00914,V00915,V00916,V00917,V00918,V00919,V00920,V00921,V00922,V00923,V00924,V00925,V00926,V00927,V00928,V00929,V00930,V00931,V00932,V00933,V00934,V00935,V00936,V00937,V00938,V00939,V00940,V00941,V00942,V00943,V00944,V00945,V00946,V00947,V00948,V00949,V00950,V00951,V00952,V00953,V00954,V00955,V00956,V00957,V00958,V00959,V00960,V00961,V00962,V00963,V00964,V00965,V00966,V00967,V00968,V00969,V00970,V00971,V00972,V00973,V00974,V00975,V00976,V00977,V00978,V00979,V00980,V00981,V00982,V00983,V00984,V00985,V00986,V00987,V00988,V00989,V00990,V00991,V00992,V00993,V00994,V00995,V00996,V00997,V00998,V00999,V01000,V01001,V01002,V01003,V01004,V01005
431440705150010,27,23,28,39,23,27,36,37,26,24,28,44,14,18,3,0,6,0,12,9,0,,0,22,6,0,0,0,28,6,0,5,0,18,3,0,,0,19,4,0,4,0,24,4,0,8,0,30,3,0,4,0,19,5,0,,0,20,,0,3,0,26,,0,0,0,33,7,0,4,0,11,,0,,0,12,12,12,16,8,12,19,19,12,14,11,17,5,15,11,16,23,15,15,17,18,14,10,17,27,9,26,23,28,38,23,27,36,36,26,21,27,41,13,17,3,0,6,0,12,9,0,,0,22,6,0,0,0,27,6,0,5,0,18,3,0,,0,19,4,0,4,0,24,4,0,8,0,29,3,0,4,0,19,5,0,,0,18,0,0,3,0,25,,0,0,0,32,5,0,4,0,11,,0,,0,12,12,12,16,8,12,19,18,12,12,11,17,5,14,11,16,22,15,15,17,18,14,9,16,24,8,77,,186,,102,8,36,0,85,,45,,41,,101,,57,6,51,,18,0,0,0,8,0,0,0,136,,25,0,0,0,25,0,0,0,86,4,8,4,0,0,8,0,0,0,365,11,273,7,51,4,0,0,41,0,0,0,166,3,199,8,125,,19,,0,0,22,0,0,0,148,5,32,3,0,0,19,0,0,0,,0,3,0,9,0,16,0,12,0,12,0,22,0,20,,19,0,13,3,18,,26,,11,,141,5,21,3,0,0,20,0,0,0,5,0,50,,39,,8,0,51,0,29,5,182,8,94,3,88,5,93,88,30,58,34,35,0,4,,4,3,7,3,,0,
431440705150011,45,41,31,34,31,33,31,47,55,47,37,44,22,33,10,0,,0,30,10,0,,0,19,8,0,4,0,22,7,0,5,0,23,7,0,,0,25,4,0,4,0,22,5,0,4,0,39,4,0,4,0,42,8,0,5,0,35,11,0,,0,27,7,0,3,0,39,3,0,,0,18,3,0,,0,24,20,21,17,11,13,15,17,28,18,17,16,7,21,21,10,17,20,20,16,30,27,29,20,28,15,45,41,31,34,31,31,30,47,54,46,36,43,18,33,10,0,,0,30,10,0,,0,19,8,0,4,0,22,7,0,5,0,23,7,0,,0,23,4,0,4,0,21,5,0,4,0,39,4,0,4,0,41,8,0,5,0,34,11,0,,0,26,7,0,3,0,38,3,0,,0,15,,0,,0,24,20,21,17,11,13,15,17,28,18,16,16,5,21,21,10,17,20,18,15,30,26,28,20,27,13,117,0,227,4,143,7,65,0,101,0,55,3,52,0,126,4,88,4,82,0,28,0,0,0,7,0,0,0,169,4,35,0,0,0,23,0,0,0,113,6,23,,0,0,7,0,0,0,487,11,364,10,86,,0,0,37,0,0,0,221,3,266,8,166,,38,,0,0,17,0,0,0,198,8,48,0,0,0,20,0,0,0,,0,6,0,7,0,15,0,18,0,21,0,17,0,28,0,37,,30,0,17,0,32,,10,,185,3,36,0,0,0,19,0,0,0,6,0,52,0,30,,9,0,84,,59,,240,3,88,,152,,88,152,54,46,59,42,,10,8,3,3,7,6,6,,0
431440705150012,24,22,18,10,11,31,24,23,20,16,11,23,4,19,,0,3,0,15,6,0,,0,10,8,0,0,0,4,4,0,,0,9,0,0,,0,28,3,0,0,0,20,4,0,0,0,11,7,0,5,0,16,3,0,,0,9,5,0,,0,10,,0,0,0,12,9,0,,0,3,,0,0,0,15,10,7,5,5,10,12,10,7,6,4,7,,9,12,11,5,6,21,12,13,13,10,7,16,,23,22,18,10,11,29,24,23,20,16,11,20,,18,,0,3,0,15,6,0,,0,10,8,0,0,0,4,4,0,,0,9,0,0,,0,26,3,0,0,0,20,4,0,0,0,11,7,0,5,0,16,3,0,,0,9,5,0,,0,10,,0,0,0,11,7,0,,0,,0,0,0,0,14,10,7,5,5,9,12,10,7,6,4,6,,9,12,11,5,6,20,12,13,13,10,7,14,,63,,117,,49,5,31,,48,,17,,32,0,69,,32,3,43,,16,0,0,0,4,0,0,0,86,,21,0,0,0,10,0,0,0,32,,13,3,0,0,4,0,0,0,229,8,161,5,50,3,0,0,18,0,0,0,96,4,133,4,65,,19,,0,0,12,0,0,0,96,3,31,,0,0,6,0,0,0,,0,7,0,8,0,6,0,8,0,20,0,14,0,12,0,12,0,11,0,9,0,15,,,0,91,,23,,0,0,10,0,0,0,5,0,21,0,10,0,11,0,51,0,26,,124,,36,0,88,,36,88,33,20,19,17,,3,3,0,,3,,,,
431440705150013,40,49,50,37,38,49,41,45,58,52,38,45,9,23,14,0,3,0,34,11,0,4,0,32,11,0,7,0,26,5,0,6,0,21,12,0,5,0,22,18,0,9,0,29,10,0,,0,28,9,0,8,0,38,15,0,5,0,29,14,0,9,0,25,9,0,4,0,29,10,0,6,0,5,4,0,0,0,21,31,15,23,15,24,22,21,26,25,17,22,5,19,18,35,14,23,25,19,24,32,27,21,23,4,39,49,50,36,37,47,41,42,54,51,35,39,4,22,14,0,3,0,34,11,0,4,0,32,11,0,7,0,25,5,0,6,0,20,12,0,5,0,21,17,0,9,0,29,10,0,,0,26,9,0,7,0,36,13,0,5,0,29,13,0,9,0,23,9,0,3,0,27,7,0,5,0,3,,0,0,0,20,31,15,22,14,22,22,19,23,24,15,19,3,19,18,35,14,23,25,19,23,31,27,20,20,,138,,257,11,129,15,66,,122,9,61,8,72,0,135,,68,7,88,,36,0,0,0,14,0,0,0,157,7,66,3,0,0,34,,0,0,82,6,30,7,0,0,17,,0,0,524,27,327,14,132,10,0,0,65,3,0,0,249,18,275,9,159,10,55,7,0,0,35,,0,0,168,4,77,3,0,0,30,,0,0,,0,8,0,16,0,20,0,14,0,28,,19,0,25,,39,3,33,,25,3,24,5,3,4,155,9,67,7,0,0,33,,0,0,7,0,73,4,45,7,18,0,72,,40,6,255,18,125,11,130,7,125,130,42,80,58,45,4,8,6,3,4,3,8,5,,
431440705150014,50,62,60,46,47,41,55,59,50,44,45,69,20,25,14,0,11,0,42,9,0,11,0,34,18,0,8,0,34,7,0,5,0,36,7,0,4,0,26,9,0,6,0,33,16,0,6,0,37,14,0,8,0,39,7,0,4,0,33,6,0,5,0,39,5,0,,0,51,13,0,5,0,19,0,0,,0,21,33,33,25,27,24,27,23,20,19,15,30,10,29,29,27,21,20,17,28,36,30,25,30,39,10,50,62,59,46,47,41,55,56,49,44,40,63,16,25,14,0,11,0,42,9,0,11,0,34,17,0,8,0,34,7,0,5,0,36,7,0,4,0,26,9,0,6,0,33,16,0,6,0,36,12,0,8,0,38,7,0,4,0,33,6,0,5,0,36,3,0,,0,50,10,0,3,0,15,0,0,,0,21,33,32,25,27,24,27,21,20,19,14,29,10,29,29,27,21,20,17,28,35,29,25,26,34,6,171,,294,4,163,15,86,,144,,72,,85,0,150,,91,13,101,0,40,,0,0,30,0,0,0,203,,58,,0,0,33,0,0,0,134,8,19,5,0,0,10,,0,0,628,20,438,10,117,8,0,0,73,,0,0,302,5,326,15,212,,55,4,0,0,35,0,0,0,226,9,62,4,0,0,38,,0,0,0,0,17,0,24,0,17,0,27,0,18,0,37,0,30,3,31,,33,0,24,4,43,4,11,,224,7,58,6,0,0,30,,0,0,19,0,81,,53,,22,0,79,,58,8,312,14,153,4,159,10,153,159,57,87,69,49,5,10,3,5,5,8,9,8,0,0
431440705150015,42,74,60,45,31,47,32,60,58,41,41,36,14,18,10,0,14,0,46,18,0,10,0,26,17,0,17,0,27,10,0,8,0,23,4,0,4,0,29,11,0,7,0,15,10,0,7,0,38,14,0,8,0,38,14,0,6,0,22,11,0,8,0,31,5,0,5,0,22,11,0,3,0,10,3,0,,0,24,34,28,19,14,21,13,30,28,16,14,9,4,18,40,32,26,17,26,19,30,30,25,27,27,10,41,71,58,45,31,47,32,58,53,40,38,25,12,18,10,0,13,0,46,17,0,8,0,26,16,0,16,0,27,10,0,8,0,23,4,0,4,0,29,11,0,7,0,15,10,0,7,0,36,14,0,8,0,35,13,0,5,0,21,11,0,8,0,29,4,0,5,0,17,6,0,,0,9,,0,,0,23,31,26,19,14,21,13,28,24,16,14,8,,18,40,32,26,17,26,19,30,29,24,24,17,10,170,6,266,7,115,17,80,6,119,6,40,3,90,0,147,,75,14,90,0,43,,0,0,37,4,0,0,165,5,62,,0,0,39,,0,0,76,9,23,7,0,0,16,,0,0,551,30,331,14,128,10,0,0,92,6,0,0,239,15,312,15,151,6,49,4,0,0,39,5,0,0,180,8,79,6,0,0,53,,0,0,5,0,19,0,16,0,22,0,18,0,25,0,18,0,29,,37,5,24,0,24,3,21,8,6,0,155,9,68,6,0,0,41,,0,0,15,0,73,5,29,,25,0,76,,46,10,264,17,117,6,147,11,117,147,47,80,55,50,,16,5,,3,7,8,9,0,
431440705150016,67,64,75,74,66,52,66,62,81,55,32,47,18,43,6,0,18,0,35,15,0,14,0,45,10,0,20,0,45,16,0,13,0,40,17,0,9,0,39,7,0,6,0,45,9,0,12,0,35,17,0,10,0,46,20,0,15,0,39,10,0,6,0,20,8,0,4,0,31,7,0,9,0,9,4,0,5,0,37,31,36,33,29,26,37,32,38,25,18,19,8,30,33,39,41,37,26,29,30,43,30,14,28,10,67,63,74,71,66,52,65,59,73,52,30,35,12,43,6,0,18,0,34,15,0,14,0,45,10,0,19,0,42,16,0,13,0,40,17,0,9,0,39,7,0,6,0,44,9,0,12,0,34,16,0,9,0,39,19,0,15,0,37,9,0,6,0,18,8,0,4,0,21,5,0,9,0,8,3,0,,0,37,31,35,31,29,26,36,29,33,24,16,12,8,30,32,39,40,37,26,29,30,40,28,14,23,4,204,,386,15,129,23,103,,184,11,60,10,101,,202,4,69,13,122,,31,0,0,0,51,,0,0,238,12,84,,0,0,64,,0,0,84,15,25,4,0,0,20,4,0,0,719,40,444,28,140,6,0,0,135,6,0,0,347,22,372,18,215,17,66,3,0,0,66,,0,0,229,11,74,3,0,0,69,4,0,0,,0,18,0,29,0,25,,29,0,29,0,34,,41,,48,5,38,,21,0,21,10,7,4,219,18,62,3,0,0,61,4,0,0,20,0,101,8,42,5,29,0,105,,45,11,342,25,163,13,179,12,163,179,64,102,91,63,5,7,,4,7,4,12,9,4,4
431440705150017,14,25,22,24,33,16,24,27,22,27,25,28,13,10,,0,,0,17,6,0,,0,13,5,0,4,0,14,6,0,4,0,24,3,0,6,0,9,6,0,,0,17,5,0,,0,15,6,0,6,0,12,6,0,4,0,18,7,0,,0,14,7,0,4,0,22,4,0,,0,10,,0,,0,8,13,10,13,11,9,9,14,8,13,12,9,5,6,12,12,11,22,7,15,13,14,14,13,19,8,13,25,22,24,33,16,24,27,21,27,24,27,10,9,,0,,0,17,6,0,,0,13,5,0,4,0,14,6,0,4,0,24,3,0,6,0,9,6,0,,0,17,5,0,,0,15,6,0,6,0,12,6,0,3,0,18,7,0,,0,14,6,0,4,0,22,3,0,,0,9,0,0,,0,7,13,10,13,11,9,9,14,8,13,12,9,5,6,12,12,11,22,7,15,13,13,14,12,18,5,60,,145,,88,5,30,,64,0,39,0,30,0,81,,49,5,39,,13,0,0,0,8,0,0,0,91,0,32,0,0,0,22,,0,0,63,,16,4,0,0,9,0,0,0,293,7,193,,61,4,0,0,39,,0,0,133,,160,6,80,,32,0,0,0,21,0,0,0,113,,29,4,0,0,18,,0,0,0,0,6,0,6,0,6,0,12,0,7,0,15,0,15,0,9,0,17,0,12,0,18,0,8,3,88,,29,,0,0,14,0,0,0,6,0,36,0,28,0,6,0,28,0,27,3,131,3,70,0,61,3,70,61,15,51,30,35,4,4,4,3,5,,4,4,0,0
431440705150018,46,38,43,43,45,30,52,57,72,65,49,67,58,28,15,0,3,0,32,4,0,,,33,6,0,3,,31,7,0,5,0,34,9,0,,0,25,3,0,,0,39,12,0,,0,44,11,0,,0,56,8,0,7,,55,8,0,,0,43,,,4,0,55,7,0,5,0,49,6,0,3,0,22,21,22,22,22,11,31,24,37,25,24,28,14,24,17,21,21,23,19,21,33,35,40,25,39,44,46,38,43,43,43,30,51,55,71,65,49,64,55,28,15,0,3,0,32,4,0,,,33,6,0,3,,31,7,0,5,0,32,9,0,,0,25,3,0,,0,39,11,0,,0,42,11,0,,0,55,8,0,7,,55,8,0,,0,43,,,4,0,54,6,0,4,0,47,6,0,,0,22,21,22,22,21,11,30,22,36,25,24,27,14,24,17,21,21,22,19,21,33,35,40,25,37,41,127,0,293,6,233,6,65,0,142,5,90,,62,0,151,,143,5,93,0,25,0,0,0,7,0,,0,224,5,49,,0,0,19,0,,0,199,3,21,,,0,12,,0,0,653,12,516,8,95,,,0,38,,3,0,297,6,356,6,236,4,40,,0,0,20,0,,0,280,4,55,0,,0,18,,,0,0,0,4,0,12,0,12,0,16,,15,0,28,0,31,,36,0,44,0,34,0,45,,32,,251,4,37,0,,0,19,,,0,8,0,79,,69,0,8,0,59,0,86,3,309,5,156,,153,3,156,153,44,104,68,61,3,16,10,5,3,,10,9,3,6
431440705150019,15,28,22,23,16,15,22,17,18,20,15,26,8,13,0,0,,0,24,,0,3,0,20,0,0,,0,18,,0,3,0,14,,0,0,0,13,0,0,,0,18,,0,,0,15,,0,,0,16,,0,0,0,18,0,0,,0,13,0,0,,0,23,3,0,0,0,7,0,0,,0,8,8,11,10,9,9,7,8,9,8,6,8,,7,20,11,13,7,6,15,9,9,12,9,18,6,15,28,22,23,16,15,22,17,18,20,15,25,8,13,0,0,,0,24,,0,3,0,20,0,0,,0,18,,0,3,0,14,,0,0,0,13,0,0,,0,18,,0,,0,15,,0,,0,16,,0,0,0,18,0,0,,0,13,0,0,,0,22,3,0,0,0,7,0,0,,0,8,8,11,10,9,9,7,8,9,8,6,8,,7,20,11,13,7,6,15,9,9,12,9,17,6,65,0,111,0,68,,27,0,52,0,24,0,38,0,59,0,44,,57,0,,0,0,0,7,0,0,0,94,0,9,0,0,0,8,0,0,0,60,,3,0,0,0,5,0,0,0,244,,211,,13,0,0,0,20,0,0,0,103,0,141,,88,0,5,0,0,0,10,0,0,0,123,,8,0,0,0,10,0,0,0,,0,11,0,10,0,15,0,10,0,12,0,12,0,10,0,14,0,16,0,9,0,19,,6,0,126,,7,0,0,0,12,0,0,0,9,0,37,0,17,0,13,0,36,0,33,,145,,63,0,82,,63,82,20,35,14,14,0,3,3,,,,,0,0,4
431440705150020,14,45,29,11,11,8,7,6,16,7,10,15,6,8,,0,4,0,33,3,0,9,0,20,3,0,6,0,7,,0,3,0,8,,0,,0,5,,0,,0,5,0,0,,0,5,,0,0,0,13,,0,,0,6,0,0,,0,7,,0,,0,11,,0,3,0,5,0,0,,0,7,20,13,5,4,4,,,5,3,0,4,,7,25,16,6,7,4,5,4,11,4,10,11,5,14,45,29,11,11,8,7,6,16,7,10,15,6,8,,0,4,0,33,3,0,9,0,20,3,0,6,0,7,,0,3,0,8,,0,,0,5,,0,,0,5,0,0,,0,5,,0,0,0,13,,0,,0,6,0,0,,0,7,,0,,0,11,,0,3,0,5,0,0,,0,7,20,13,5,4,4,,,5,3,0,4,,7,25,16,6,7,4,5,4,11,4,10,11,5,88,0,59,0,38,0,40,0,22,0,8,0,48,0,37,0,30,0,61,0,8,0,0,0,19,0,0,0,43,0,7,0,0,0,9,0,0,0,29,0,,0,0,0,7,0,0,0,185,0,133,0,17,0,0,0,35,0,0,0,70,0,115,0,46,0,10,0,0,0,14,0,0,0,87,0,7,0,0,0,21,0,0,0,4,0,28,0,13,0,7,0,5,0,3,0,5,0,4,0,12,0,6,0,9,0,11,0,6,0,82,0,8,0,0,0,23,0,0,0,21,0,11,0,7,0,24,0,25,0,25,0,113,0,39,0,74,0,39,74,10,17,9,10,0,,0,,5,,,0,6,11
431440705150021,45,68,55,43,30,29,44,52,54,36,40,63,21,35,3,0,7,0,48,6,,13,0,40,3,,11,0,28,6,0,9,0,23,,0,5,0,22,4,0,3,0,29,6,0,9,0,38,7,0,7,0,46,5,0,3,0,27,4,0,5,0,33,4,0,3,0,52,8,0,3,0,15,,0,4,0,20,37,22,21,14,15,19,20,22,21,15,30,5,25,31,33,22,16,14,25,32,32,15,25,33,16,45,68,55,42,30,29,41,51,52,35,40,62,18,35,3,0,7,0,48,6,,13,0,40,3,,11,0,28,6,0,8,0,23,,0,5,0,22,4,0,3,0,27,6,0,8,0,38,7,0,6,0,45,5,0,,0,27,3,0,5,0,33,4,0,3,0,51,8,0,3,0,15,,0,,0,20,37,22,20,14,15,18,19,21,20,15,29,5,25,31,33,22,16,14,23,32,31,15,25,33,13,168,0,245,7,155,5,79,0,107,4,69,,89,0,138,3,86,3,123,0,12,0,,0,31,0,0,0,183,3,30,0,0,0,32,4,0,0,126,,17,,0,0,12,3,0,0,568,12,432,4,59,,,0,75,7,0,0,255,6,313,6,183,,30,,,0,41,3,0,0,249,,29,0,,0,34,4,0,0,,0,19,0,21,0,22,,16,0,14,0,24,,28,0,35,,23,,24,0,40,,11,,212,3,27,,,0,38,4,0,0,21,0,70,3,51,,21,0,69,,47,,279,8,142,5,137,3,142,137,35,94,55,53,5,9,3,3,4,5,5,7,6,5
431440705150022,26,39,32,21,23,30,21,38,30,34,26,48,25,19,5,0,,0,30,5,0,4,0,26,6,0,0,0,18,3,0,0,0,18,,0,4,0,24,5,0,,0,20,0,0,,0,30,4,,3,0,23,4,0,3,0,30,3,0,,0,22,,0,,0,38,6,0,4,0,16,,0,7,,19,19,20,7,13,12,6,16,13,16,13,15,7,7,20,12,14,10,18,15,22,17,18,13,33,18,26,39,32,21,22,30,21,37,30,33,26,46,23,19,5,0,,0,30,5,0,4,0,26,6,0,0,0,18,3,0,0,0,17,,0,4,0,24,5,0,,0,20,0,0,,0,29,4,,3,0,23,4,0,3,0,30,,0,,0,22,,0,,0,36,6,0,4,0,14,,0,7,,19,19,20,7,12,12,6,16,13,16,13,15,7,7,20,12,14,10,18,15,21,17,17,13,31,16,97,0,161,,128,5,58,0,66,,51,0,39,0,95,,77,5,75,0,16,0,0,0,6,0,0,0,131,,17,0,,0,12,0,0,0,102,4,11,,0,0,14,0,,0,386,7,308,6,44,,,0,32,0,,0,175,,211,6,140,,18,0,0,0,17,0,0,0,168,5,26,,,0,15,0,,0,0,0,8,0,11,0,7,0,12,0,19,0,11,0,25,,14,0,21,,14,0,29,,17,,148,4,19,,0,0,20,0,,0,9,0,39,0,34,0,10,0,49,,47,4,188,5,82,0,106,5,82,106,34,52,46,30,,9,3,,4,5,,6,,
431440705150023,46,58,43,55,57,74,51,49,61,47,52,58,29,28,9,0,9,0,33,15,0,10,0,28,7,0,8,0,38,9,0,8,0,41,10,0,6,0,57,10,0,7,0,40,5,0,6,0,41,4,0,4,0,42,9,0,10,0,27,14,0,6,0,39,6,0,7,0,44,8,,5,0,25,,0,3,0,25,29,21,25,26,36,27,24,27,17,26,20,9,21,29,22,30,31,38,24,25,34,30,26,38,20,46,57,43,53,56,73,50,47,60,46,52,55,27,28,9,0,9,0,33,14,0,10,0,28,7,0,8,0,36,9,0,8,0,40,10,0,6,0,56,10,0,7,0,40,5,0,5,0,40,4,0,3,0,42,8,0,10,0,27,13,0,6,0,39,6,0,7,0,43,7,,4,0,23,,0,3,0,25,29,21,25,25,35,27,23,27,17,26,18,8,21,28,22,28,31,38,23,24,33,29,26,37,19,146,,339,8,180,6,75,0,162,3,69,3,71,,177,5,111,3,89,0,30,,0,0,27,0,0,0,254,5,46,,0,0,39,,0,0,132,3,27,,,0,20,,0,0,665,15,475,8,103,4,,0,86,3,0,0,306,6,359,9,223,5,51,0,,0,31,,0,0,252,3,52,4,0,0,55,,0,0,,0,13,0,11,0,26,0,21,0,37,0,23,0,27,,37,,30,,27,0,35,,17,,230,,43,3,,0,32,,0,0,13,0,69,0,46,,13,0,102,,63,3,306,7,128,,178,5,128,178,67,73,68,52,8,25,10,7,11,11,10,12,4,
431440705150024,16,21,30,22,36,32,22,40,37,36,32,60,33,14,,0,,0,18,,0,,0,25,3,0,,0,16,3,0,3,0,24,5,0,7,0,23,5,0,4,0,19,3,0,0,0,27,10,0,3,0,27,9,0,,0,24,11,0,,0,26,5,0,,0,45,10,0,5,0,26,6,0,,0,12,10,15,10,22,12,10,18,18,14,17,21,10,4,11,15,12,14,20,12,22,19,22,15,39,23,16,21,30,22,35,32,22,40,36,34,32,54,31,14,,0,,0,18,,0,,0,25,3,0,,0,16,3,0,3,0,23,5,0,7,0,23,5,0,4,0,19,3,0,0,0,27,10,0,3,0,27,8,0,,0,24,9,0,,0,26,5,0,,0,41,9,0,4,0,26,4,0,,0,12,10,15,10,22,12,10,18,17,13,17,19,10,4,11,15,12,13,20,12,22,19,21,15,35,21,67,0,187,,151,10,37,0,89,,59,3,30,0,98,,92,7,57,0,6,0,0,0,4,0,0,0,135,,34,,0,0,18,0,0,0,117,4,27,5,0,0,7,,0,0,405,12,309,5,67,6,0,0,29,,0,0,185,4,220,8,148,,29,3,0,0,8,0,0,0,161,4,38,3,0,0,21,,0,0,0,0,,0,5,0,9,0,18,0,12,0,12,0,25,0,15,0,21,0,21,0,33,4,18,,146,3,28,,0,0,16,0,0,0,4,0,45,0,37,,,0,46,0,56,3,190,5,86,,104,3,86,104,35,52,38,33,5,14,5,,5,7,8,6,3,3
431440705150025,12,24,25,16,13,21,33,26,26,25,21,29,13,8,,0,,0,15,6,0,3,0,16,6,0,3,0,9,4,0,3,0,8,5,0,0,0,15,3,0,3,0,25,7,0,,0,18,4,0,4,0,18,5,0,3,0,17,6,0,,0,20,0,0,,0,22,5,0,,0,10,,0,,0,7,15,17,8,5,4,14,14,13,11,9,11,3,5,9,8,8,8,17,19,12,13,14,12,18,10,11,24,25,15,13,21,33,26,25,24,21,29,13,8,,0,,0,15,6,0,3,0,16,6,0,3,0,8,4,0,3,0,8,5,0,0,0,15,3,0,3,0,25,7,0,,0,18,4,0,4,0,18,4,0,3,0,16,6,0,,0,20,0,0,,0,22,5,0,,0,10,,0,,0,6,15,17,8,5,4,14,14,12,11,9,11,3,5,9,8,7,8,17,19,12,13,13,12,18,10,60,,133,,87,,38,,57,,34,0,22,0,76,,53,,39,0,13,,0,0,8,0,0,0,92,,27,,0,0,14,0,0,0,68,,12,0,0,0,7,0,0,0,280,4,199,,52,,0,0,29,0,0,0,129,,151,,89,0,25,,0,0,15,0,0,0,110,,27,0,0,0,14,0,0,0,0,0,6,0,10,0,5,0,6,0,10,0,13,0,12,0,14,0,13,,14,0,22,0,6,0,91,,23,0,0,0,17,0,0,0,9,0,24,0,17,0,7,0,36,0,38,,131,,50,0,81,,50,81,31,26,26,17,5,14,4,,9,,4,9,0,
431440705150026,5,18,14,14,10,10,7,12,18,25,19,21,7,5,0,0,0,0,13,4,0,,0,14,0,0,0,0,10,,0,,0,8,,0,,0,10,0,0,0,0,5,,0,,0,7,4,0,,0,12,3,0,3,0,21,,0,,0,11,,0,6,0,17,3,0,,0,4,,0,,0,,10,6,7,4,4,4,6,8,12,9,8,3,3,8,8,7,6,6,3,6,10,13,10,13,4,5,18,14,14,10,10,7,12,18,23,19,21,7,5,0,0,0,0,13,4,0,,0,14,0,0,0,0,10,,0,,0,8,,0,,0,10,0,0,0,0,5,,0,,0,7,4,0,,0,12,3,0,3,0,20,,0,,0,11,,0,6,0,17,3,0,,0,4,,0,,0,,10,6,7,4,4,4,6,8,11,9,8,3,3,8,8,7,6,6,3,6,10,12,10,13,4,37,0,71,0,70,,18,0,33,0,31,,19,0,38,0,39,,32,0,4,0,0,0,,0,0,0,52,0,11,0,0,0,8,0,0,0,52,,8,,0,0,10,0,0,0,178,,136,,23,,0,0,19,0,0,0,82,,96,,62,,11,0,0,0,9,0,0,0,74,0,12,,0,0,10,0,0,0,,0,3,0,4,0,3,0,5,0,3,0,5,0,8,0,10,0,16,,11,0,11,0,,0,60,,10,0,0,0,11,0,0,0,3,0,15,0,15,,5,0,19,0,24,0,81,,33,,48,0,33,48,24,21,16,13,3,7,0,3,,,5,3,0,0
431440705150027,29,30,15,26,16,35,33,25,31,38,29,38,23,19,5,0,5,0,29,,0,0,0,11,,0,3,0,19,4,0,3,0,10,3,0,3,0,26,3,0,6,0,27,3,0,3,0,24,,0,0,0,23,6,0,,0,25,10,0,3,0,19,3,0,7,0,32,3,0,3,0,21,,0,0,0,18,16,6,15,8,16,17,11,12,13,17,12,5,11,14,9,11,8,19,16,14,19,25,12,26,18,29,30,15,26,15,35,33,25,31,38,28,37,20,19,5,0,5,0,29,,0,0,0,11,,0,3,0,19,4,0,3,0,9,3,0,3,0,26,3,0,6,0,27,3,0,3,0,24,,0,0,0,23,6,0,,0,25,10,0,3,0,19,3,0,6,0,32,3,0,,0,18,,0,0,0,18,16,6,15,7,16,17,11,12,13,17,12,5,11,14,9,11,8,19,16,14,19,25,11,25,15,74,0,165,,123,5,40,0,78,,47,0,34,0,87,0,76,5,59,0,7,0,0,0,8,0,0,0,128,,20,0,0,0,17,0,0,0,94,3,18,0,0,0,11,,0,0,362,6,281,4,45,0,0,0,36,,0,0,165,,197,5,123,,23,0,0,0,19,0,0,0,158,3,22,0,0,0,17,,0,0,,0,8,0,5,0,11,0,10,0,12,0,14,0,15,0,16,0,21,0,16,,20,,11,3,124,3,21,0,0,0,16,,0,0,6,0,31,0,20,0,9,0,47,0,48,5,161,5,57,0,104,5,57,104,43,30,45,22,6,23,,,6,8,6,8,0,0
